id,score,,id,score,,
18242,0.762878562,,18242,0.889127374,,-0.126248812
18243,0.947387632,,18243,0.814360719,,0.133026913
18244,0.783247421,,18244,0.927310995,,-0.144063574
18245,0.926146282,,18245,0.784394075,,0.141752207
18246,0.807174528,,18246,0.858576913,,-0.051402385
18247,0.890237477,,18247,0.916926863,,-0.026689386
18248,0.739602514,,18248,0.671947944,,0.06765457
18249,0.927106748,,18249,0.932244323,,-0.005137575
18250,0.641801052,,18250,0.533026175,,0.108774877
18251,0.875971836,,18251,0.911290507,,-0.035318671
18252,0.81756987,,18252,0.748272754,,0.069297115
18253,0.585916227,,18253,0.680545488,,-0.094629261
18254,0.857899219,,18254,0.797460839,,0.06043838
18255,0.766204556,,18255,0.741237854,,0.024966702
18256,0.831549395,,18256,0.742598565,,0.08895083
18257,0.578213241,,18257,0.479272426,,0.098940815
18258,0.378407254,,18258,0.537467451,,-0.159060197
18259,0.798070368,,18259,0.678756913,,0.119313455
18260,0.530266993,,18260,0.583561278,,-0.053294284
18261,0.412555126,,18261,0.584542817,,-0.171987691
18262,0.680420871,,18262,0.747531772,,-0.0671109
18263,0.812699774,,18263,0.675865476,,0.136834298
18264,0.690597637,,18264,0.678097463,,0.012500175
18265,0.314132761,,18265,0.501842763,,-0.187710002
18266,0.710032924,,18266,0.728094291,,-0.018061366
18267,0.808845955,,18267,0.835596179,,-0.026750224
18268,0.898594157,,18268,0.911639816,,-0.013045659
18269,0.592244858,,18269,0.7049769,,-0.112732042
18270,0.518094052,,18270,0.780492077,,-0.262398025
18271,0.953905076,,18271,0.900263738,,0.053641338
18272,0.905985609,,18272,0.913570654,,-0.007585045
18273,0.853156375,,18273,0.844033468,,0.009122907
18274,0.650137293,,18274,0.676936651,,-0.026799358
18275,0.354406614,,18275,0.730168132,,-0.375761518
18276,0.92559138,,18276,0.85984526,,0.06574612
18277,0.780816296,,18277,0.880501833,,-0.099685537
18278,0.873348036,,18278,0.919780798,,-0.046432762
18279,0.82550603,,18279,0.838682163,,-0.013176133
18280,0.368478568,,18280,0.404717529,,-0.036238961
18281,0.544992383,,18281,0.564705348,,-0.019712965
18282,0.867330285,,18282,0.72504378,,0.142286506
18283,0.5294661,,18283,0.66145193,,-0.13198583
18284,0.861848613,,18284,0.774157598,,0.087691016
18285,0.752109646,,18285,0.909048614,,-0.156938968
18286,0.747866051,,18286,0.785179788,,-0.037313737
18287,0.414080217,,18287,0.500980652,,-0.086900436
18288,0.886491749,,18288,0.891885401,,-0.005393652
18289,0.802266895,,18289,0.908660582,,-0.106393687
18290,0.779959604,,18290,0.720444169,,0.059515434
18291,0.973042913,,18291,0.93423407,,0.038808843
18292,0.897658267,,18292,0.70490318,,0.192755088
18293,0.694699867,,18293,0.643138895,,0.051560972
18294,0.420189562,,18294,0.508907666,,-0.088718105
18295,0.9319743,,18295,0.900029699,,0.031944601
18296,0.748276774,,18296,0.759522884,,-0.01124611
18297,0.545918661,,18297,0.485980905,,0.059937756
18298,0.948630364,,18298,0.905691361,,0.042939003
18299,0.585931899,,18299,0.589988004,,-0.004056105
18300,0.556363207,,18300,0.587516696,,-0.031153489
18301,0.739662788,,18301,0.706731081,,0.032931707
18302,0.62493066,,18302,0.60977454,,0.015156121
18303,0.395328964,,18303,0.659345508,,-0.264016544
18304,0.341894436,,18304,0.603454044,,-0.261559608
18305,0.505123,,18305,0.615135766,,-0.110012767
18306,0.443403072,,18306,0.582628991,,-0.139225918
18307,0.36617385,,18307,0.437505864,,-0.071332014
18308,0.730701662,,18308,0.713733139,,0.016968522
18309,0.302755535,,18309,0.382842565,,-0.080087031
18310,0.416476856,,18310,0.339837019,,0.076639837
18311,0.821836274,,18311,0.732058334,,0.089777941
18312,0.746934188,,18312,0.762812637,,-0.01587845
18313,0.175855107,,18313,0.455451646,,-0.279596538
18314,0.220888485,,18314,0.488080741,,-0.267192256
18315,0.434457063,,18315,0.593517535,,-0.159060471
18316,0.902386945,,18316,0.871982763,,0.030404183
18317,0.824986008,,18317,0.727267261,,0.097718747
18318,0.572079699,,18318,0.577092433,,-0.005012734
18319,0.787259229,,18319,0.704542815,,0.082716414
18320,0.942389631,,18320,0.916384326,,0.026005304
18321,0.377903024,,18321,0.481358709,,-0.103455685
18322,0.835615573,,18322,0.889045208,,-0.053429635
18323,0.941294134,,18323,0.909718152,,0.031575982
18324,0.616960004,,18324,0.505274857,,0.111685147
18325,0.802324267,,18325,0.91050097,,-0.108176703
18326,0.680922281,,18326,0.468330721,,0.212591559
18327,0.519648886,,18327,0.433777664,,0.085871222
18328,0.772574988,,18328,0.688031823,,0.084543165
18329,0.566517102,,18329,0.559316857,,0.007200245
18330,0.65769861,,18330,0.612283106,,0.045415504
18331,0.489629684,,18331,0.614139588,,-0.124509904
18332,0.420680941,,18332,0.414423728,,0.006257213
18333,0.916883953,,18333,0.904849353,,0.012034601
18334,0.678797964,,18334,0.736473195,,-0.057675231
18335,0.934338293,,18335,0.923422303,,0.01091599
18336,0.243777298,,18336,0.369525157,,-0.12574786
18337,0.85490227,,18337,0.710809713,,0.144092557
18338,0.875158096,,18338,0.919256132,,-0.044098037
18339,0.770522314,,18339,0.743019024,,0.027503291
18340,0.911030306,,18340,0.697566842,,0.213463464
18341,0.667360789,,18341,0.775099157,,-0.107738368
18342,0.39326358,,18342,0.546937469,,-0.15367389
18343,0.804443755,,18343,0.871725733,,-0.067281978
18344,0.819215939,,18344,0.696375507,,0.122840432
18345,0.987793331,,18345,0.808643203,,0.179150128
18346,0.811964033,,18346,0.868742059,,-0.056778026
18347,0.5958627,,18347,0.682994547,,-0.087131847
18348,0.771680852,,18348,0.78886736,,-0.017186508
18349,0.70539774,,18349,0.685370056,,0.020027684
18350,0.633114503,,18350,0.698975349,,-0.065860845
18351,0.584688555,,18351,0.438177027,,0.146511528
18352,0.458263174,,18352,0.673979583,,-0.215716409
18353,0.685045601,,18353,0.589491686,,0.095553915
18354,0.389297256,,18354,0.599170163,,-0.209872907
18355,0.554180812,,18355,0.701838779,,-0.147657967
18356,0.354078348,,18356,0.365480205,,-0.011401857
18357,0.42463458,,18357,0.362370661,,0.062263919
18358,0.565834999,,18358,0.57705308,,-0.011218082
18359,0.644501848,,18359,0.656878443,,-0.012376595
18360,0.948732195,,18360,0.916031481,,0.032700714
18361,0.742904297,,18361,0.723912386,,0.018991911
18362,0.548518977,,18362,0.650131262,,-0.101612286
18363,0.605483986,,18363,0.648763202,,-0.043279216
18364,0.527038112,,18364,0.482714359,,0.044323753
18365,0.73168156,,18365,0.870486021,,-0.138804461
18366,0.849695932,,18366,0.620333077,,0.229362855
18367,0.905964294,,18367,0.770310754,,0.13565354
18368,0.721706036,,18368,0.687480706,,0.03422533
18369,0.679333568,,18369,0.732357896,,-0.053024327
18370,0.875437315,,18370,0.693639396,,0.181797919
18371,0.658364016,,18371,0.746827467,,-0.088463451
18372,0.368051496,,18372,0.297157789,,0.070893707
18373,0.352375955,,18373,0.503520188,,-0.151144233
18374,0.712053777,,18374,0.889223503,,-0.177169726
18375,0.188529431,,18375,0.305869405,,-0.117339974
18376,0.829893478,,18376,0.740629412,,0.089264066
18377,0.719286687,,18377,0.657474146,,0.061812541
18378,0.432918182,,18378,0.699317925,,-0.266399742
18379,0.423679633,,18379,0.511709433,,-0.0880298
18380,0.513838494,,18380,0.691808027,,-0.177969533
18381,0.35513188,,18381,0.714590041,,-0.359458161
18382,0.548488304,,18382,0.605005709,,-0.056517404
18383,0.834226635,,18383,0.843273252,,-0.009046617
18384,0.592005516,,18384,0.787077261,,-0.195071745
18385,0.466943103,,18385,0.602247407,,-0.135304303
18386,0.202105209,,18386,0.475497507,,-0.273392298
18387,0.340167044,,18387,0.480141771,,-0.139974728
18388,0.812036611,,18388,0.636817178,,0.175219433
18389,0.508000618,,18389,0.618852033,,-0.110851415
18390,0.394996555,,18390,0.558548385,,-0.16355183
18391,0.927874322,,18391,0.832253397,,0.095620925
18392,0.726782454,,18392,0.683189239,,0.043593215
18393,0.603658326,,18393,0.627922386,,-0.02426406
18394,0.787017902,,18394,0.803769319,,-0.016751418
18395,0.796788842,,18395,0.856366074,,-0.059577232
18396,0.710721185,,18396,0.83680058,,-0.126079395
18397,0.902192022,,18397,0.787016412,,0.11517561
18398,0.864953713,,18398,0.735136241,,0.129817472
18399,0.916362998,,18399,0.892325987,,0.02403701
18400,0.870366822,,18400,0.779832268,,0.090534554
18401,0.698312514,,18401,0.770386441,,-0.072073927
18402,0.93908994,,18402,0.888362944,,0.050726996
18403,0.338614638,,18403,0.351910956,,-0.013296318
18404,0.89229141,,18404,0.914405099,,-0.022113689
18405,0.955069406,,18405,0.926629838,,0.028439568
18406,0.757874136,,18406,0.696335666,,0.06153847
18407,0.422009561,,18407,0.543332253,,-0.121322692
18408,0.959088785,,18408,0.933138586,,0.025950199
18409,0.961761811,,18409,0.921059192,,0.040702619
18410,0.919852027,,18410,0.886797924,,0.033054103
18411,0.79917673,,18411,0.823108018,,-0.023931288
18412,0.694025512,,18412,0.738461014,,-0.044435502
18413,0.629863002,,18413,0.579480662,,0.05038234
18414,0.886156963,,18414,0.854787247,,0.031369716
18415,0.97375164,,18415,0.914396014,,0.059355626
18416,0.834005496,,18416,0.884540063,,-0.050534567
18417,0.951350213,,18417,0.919637239,,0.031712974
18418,0.923457453,,18418,0.90966567,,0.013791783
18419,0.501691564,,18419,0.600298006,,-0.098606442
18420,0.924502612,,18420,0.920243052,,0.004259561
18421,0.435958867,,18421,0.608971309,,-0.173012442
18422,0.739108354,,18422,0.910283959,,-0.171175605
18423,0.796165834,,18423,0.746513642,,0.049652192
18424,0.743621049,,18424,0.801146599,,-0.057525551
18425,0.804978671,,18425,0.721593564,,0.083385106
18426,0.799968357,,18426,0.619024953,,0.180943405
18427,0.650165555,,18427,0.746639388,,-0.096473834
18428,0.580695986,,18428,0.570976371,,0.009719615
18429,0.788750323,,18429,0.784759588,,0.003990734
18430,0.773438289,,18430,0.696043462,,0.077394828
18431,0.750268797,,18431,0.681459952,,0.068808845
18432,0.503467501,,18432,0.42446628,,0.079001221
18433,0.746055677,,18433,0.684385519,,0.061670158
18434,0.49222508,,18434,0.488684378,,0.003540702
18435,0.876866465,,18435,0.652407358,,0.224459107
18436,0.474233167,,18436,0.426937034,,0.047296133
18437,0.305228234,,18437,0.543199404,,-0.23797117
18438,0.655775113,,18438,0.350256975,,0.305518138
18439,0.779756701,,18439,0.878698628,,-0.098941927
18440,0.682906614,,18440,0.593902428,,0.089004186
18441,0.614728672,,18441,0.572825307,,0.041903365
18442,0.334775652,,18442,0.60579903,,-0.271023378
18443,0.818386804,,18443,0.85966226,,-0.041275456
18444,0.888773368,,18444,0.914957718,,-0.02618435
18445,0.911456502,,18445,0.901522936,,0.009933565
18446,0.832391177,,18446,0.851254914,,-0.018863737
18447,0.933811907,,18447,0.905339163,,0.028472743
18448,0.831001336,,18448,0.847789941,,-0.016788605
18449,0.669482761,,18449,0.810878606,,-0.141395844
18450,0.899076037,,18450,0.871274775,,0.027801262
18451,0.927505826,,18451,0.860752617,,0.066753209
18452,0.761103847,,18452,0.898868622,,-0.137764774
18453,0.792384146,,18453,0.879092659,,-0.086708513
18454,0.936107522,,18454,0.925600059,,0.010507463
18455,0.981970459,,18455,0.85418445,,0.127786009
18456,0.465936852,,18456,0.455927602,,0.01000925
18457,0.895032602,,18457,0.91360064,,-0.018568038
18458,0.76853867,,18458,0.731619761,,0.036918909
18459,0.435466629,,18459,0.483278668,,-0.047812038
18460,0.839568906,,18460,0.913396171,,-0.073827265
18461,0.865340862,,18461,0.892584991,,-0.027244129
18462,0.799912931,,18462,0.805674517,,-0.005761586
18463,0.680851979,,18463,0.765944265,,-0.085092286
18464,0.888046797,,18464,0.785193409,,0.102853388
18465,0.534134281,,18465,0.52572639,,0.008407891
18466,0.828732992,,18466,0.78040566,,0.048327332
18467,0.594529239,,18467,0.589550723,,0.004978516
18468,0.803401254,,18468,0.745063884,,0.058337371
18469,0.898388926,,18469,0.608550381,,0.289838545
18470,0.516800012,,18470,0.582970729,,-0.066170717
18471,0.78386621,,18471,0.652539551,,0.131326659
18472,0.521994023,,18472,0.45907047,,0.062923552
18473,0.925333673,,18473,0.715075732,,0.210257941
18474,0.510241614,,18474,0.587546108,,-0.077304495
18475,0.664561687,,18475,0.611633285,,0.052928402
18476,0.734358095,,18476,0.60155076,,0.132807334
18477,0.323172103,,18477,0.520657392,,-0.197485289
18478,0.360246714,,18478,0.444453059,,-0.084206345
18479,0.404553699,,18479,0.562848968,,-0.15829527
18480,0.241808977,,18480,0.43429698,,-0.192488003
18481,0.393930829,,18481,0.624495441,,-0.230564612
18482,0.502792222,,18482,0.584237318,,-0.081445097
18483,0.471817493,,18483,0.518381067,,-0.046563574
18484,0.618060189,,18484,0.638242886,,-0.020182697
18485,0.33917342,,18485,0.574771975,,-0.235598556
18486,0.868154781,,18486,0.928491371,,-0.06033659
18487,0.366597617,,18487,0.363243698,,0.00335392
18488,0.834579039,,18488,0.865095025,,-0.030515985
18489,0.392377122,,18489,0.544555423,,-0.152178301
18490,0.900792044,,18490,0.807310139,,0.093481905
18491,0.717669794,,18491,0.613740339,,0.103929456
18492,0.43113908,,18492,0.510773488,,-0.079634408
18493,0.407068522,,18493,0.372234656,,0.034833865
18494,0.621609328,,18494,0.620776647,,0.000832681
18495,0.913621966,,18495,0.894537057,,0.019084909
18496,0.587977697,,18496,0.466600641,,0.121377057
18497,0.750114458,,18497,0.838699115,,-0.088584657
18498,0.78109432,,18498,0.901276043,,-0.120181723
18499,0.774134686,,18499,0.744803883,,0.029330802
18500,0.750130053,,18500,0.836624731,,-0.086494678
18501,0.894180432,,18501,0.79251499,,0.101665442
18502,0.804830695,,18502,0.860017419,,-0.055186724
18503,0.957056335,,18503,0.868818858,,0.088237478
18504,0.424245157,,18504,0.577303958,,-0.153058801
18505,0.763720535,,18505,0.854243943,,-0.090523408
18506,0.465798302,,18506,0.417114093,,0.048684209
18507,0.616308667,,18507,0.600857709,,0.015450958
18508,0.520386169,,18508,0.5113431,,0.009043069
18509,0.397855227,,18509,0.52937089,,-0.131515662
18510,0.513659171,,18510,0.429322891,,0.084336279
18511,0.546855505,,18511,0.672810868,,-0.125955364
18512,0.956165952,,18512,0.882343486,,0.073822466
18513,0.911850745,,18513,0.733518973,,0.178331773
18514,0.597007675,,18514,0.585178191,,0.011829484
18515,0.971517465,,18515,0.762345308,,0.209172157
18516,0.643297928,,18516,0.640968385,,0.002329543
18517,0.813870156,,18517,0.75633891,,0.057531246
18518,0.7985126,,18518,0.703882908,,0.094629692
18519,0.737217354,,18519,0.841355285,,-0.104137931
18520,0.686046897,,18520,0.712490449,,-0.026443552
18521,0.384610669,,18521,0.551520942,,-0.166910273
18522,0.383286517,,18522,0.572170412,,-0.188883895
18523,0.800273122,,18523,0.878299027,,-0.078025906
18524,0.756333063,,18524,0.810929873,,-0.05459681
18525,0.480763902,,18525,0.456024383,,0.024739519
18526,0.799044093,,18526,0.739329837,,0.059714256
18527,0.666592836,,18527,0.569631805,,0.096961031
18528,0.688128442,,18528,0.554968856,,0.133159586
18529,0.676045197,,18529,0.711946223,,-0.035901026
18530,0.382315948,,18530,0.520306356,,-0.137990408
18531,0.927472206,,18531,0.71547022,,0.212001986
18532,0.261234627,,18532,0.37957972,,-0.118345093
18533,0.889699733,,18533,0.905381144,,-0.015681411
18534,0.547223538,,18534,0.621633403,,-0.074409866
18535,0.474314547,,18535,0.606661598,,-0.132347051
18536,0.702537837,,18536,0.648387291,,0.054150546
18537,0.410504253,,18537,0.661256356,,-0.250752103
18538,0.987167968,,18538,0.913612328,,0.073555641
18539,0.989641537,,18539,0.940638977,,0.04900256
18540,0.836431988,,18540,0.783717165,,0.052714824
18541,0.881924606,,18541,0.859766254,,0.022158352
18542,0.152916295,,18542,0.385795176,,-0.23287888
18543,0.53932026,,18543,0.727326588,,-0.188006328
18544,0.589780366,,18544,0.726900579,,-0.137120212
18545,0.612886391,,18545,0.615984824,,-0.003098433
18546,0.356311406,,18546,0.662581927,,-0.306270521
18547,0.773150091,,18547,0.713703173,,0.059446918
18548,0.588609031,,18548,0.613881677,,-0.025272645
18549,0.375959228,,18549,0.545124002,,-0.169164774
18550,0.856388009,,18550,0.903201855,,-0.046813846
18551,0.788237723,,18551,0.889061819,,-0.100824096
18552,0.546986204,,18552,0.454318881,,0.092667324
18553,0.859862251,,18553,0.762143998,,0.097718254
18554,0.729735721,,18554,0.70971745,,0.02001827
18555,0.669626136,,18555,0.680820026,,-0.01119389
18556,0.354169034,,18556,0.408308633,,-0.0541396
18557,0.132976968,,18557,0.254501578,,-0.12152461
18558,0.023362195,,18558,0.236004065,,-0.21264187
18559,0.79021449,,18559,0.801448916,,-0.011234426
18560,0.746643538,,18560,0.654695204,,0.091948334
18561,0.696165032,,18561,0.682249538,,0.013915494
18562,0.828098152,,18562,0.863301928,,-0.035203776
18563,0.826430049,,18563,0.665396035,,0.161034015
18564,0.931831784,,18564,0.913442116,,0.018389668
18565,0.802365915,,18565,0.873647372,,-0.071281457
18566,0.801405344,,18566,0.669446142,,0.131959202
18567,0.57546696,,18567,0.526540605,,0.048926356
18568,0.885046182,,18568,0.88817893,,-0.003132748
18569,0.400949054,,18569,0.517473668,,-0.116524614
18570,0.290104798,,18570,0.331936113,,-0.041831315
18571,0.931926027,,18571,0.921800779,,0.010125248
18572,0.76199761,,18572,0.741369691,,0.020627918
18573,0.896416267,,18573,0.90053535,,-0.004119083
18574,0.896642631,,18574,0.89770792,,-0.001065289
18575,0.93076731,,18575,0.930070253,,0.000697057
18576,0.654118881,,18576,0.567136036,,0.086982845
18577,0.933134192,,18577,0.820143919,,0.112990273
18578,0.794935424,,18578,0.808504041,,-0.013568617
18579,0.620966361,,18579,0.553942265,,0.067024096
18580,0.403336738,,18580,0.379101368,,0.024235369
18581,0.88216022,,18581,0.868216595,,0.013943624
18582,0.917594811,,18582,0.864682092,,0.052912719
18583,0.345854847,,18583,0.393508169,,-0.047653322
18584,0.832335331,,18584,0.788456584,,0.043878747
18585,0.647593978,,18585,0.640187512,,0.007406466
18586,0.055263481,,18586,0.26258293,,-0.207319449
18587,0.808857338,,18587,0.874441863,,-0.065584525
18588,0.517536604,,18588,0.346640947,,0.170895657
18589,0.428448867,,18589,0.655891538,,-0.227442671
18590,0.922112872,,18590,0.925720445,,-0.003607574
18591,0.76764868,,18591,0.777517605,,-0.009868925
18592,0.77248534,,18592,0.764257823,,0.008227517
18593,0.348175084,,18593,0.478804261,,-0.130629177
18594,0.756819641,,18594,0.737732188,,0.019087453
18595,0.798969992,,18595,0.708230351,,0.090739642
18596,0.871430329,,18596,0.75143948,,0.119990849
18597,0.897892811,,18597,0.720920412,,0.176972399
18598,0.799763141,,18598,0.712469523,,0.087293618
18599,0.772511011,,18599,0.697881599,,0.074629412
18600,0.820821155,,18600,0.722936998,,0.097884157
18601,0.679629665,,18601,0.684820118,,-0.005190453
18602,0.322231477,,18602,0.426948699,,-0.104717222
18603,0.817616087,,18603,0.695126425,,0.122489662
18604,0.888677773,,18604,0.77530987,,0.113367903
18605,0.510093096,,18605,0.414192918,,0.095900178
18606,0.784152514,,18606,0.691854457,,0.092298057
18607,0.182467141,,18607,0.384665641,,-0.2021985
18608,0.603895619,,18608,0.552417465,,0.051478153
18609,0.915928209,,18609,0.902694956,,0.013233252
18610,0.536417977,,18610,0.560296395,,-0.023878418
18611,0.584874685,,18611,0.653487356,,-0.06861267
18612,0.575096145,,18612,0.572284169,,0.002811976
18613,0.516793864,,18613,0.446564619,,0.070229245
18614,0.680967235,,18614,0.556997043,,0.123970192
18615,0.717045045,,18615,0.670119533,,0.046925512
18616,0.862106652,,18616,0.892141816,,-0.030035164
18617,0.748085018,,18617,0.753912824,,-0.005827806
18618,0.46604838,,18618,0.537972507,,-0.071924127
18619,0.819682866,,18619,0.91331052,,-0.093627655
18620,0.93421923,,18620,0.900118858,,0.034100372
18621,0.920670655,,18621,0.884917813,,0.035752843
18622,0.821951,,18622,0.886470722,,-0.064519722
18623,0.786000897,,18623,0.840798489,,-0.054797592
18624,0.89660326,,18624,0.867717578,,0.028885683
18625,0.901637254,,18625,0.884608364,,0.01702889
18626,0.760911595,,18626,0.890241699,,-0.129330103
18627,0.869439681,,18627,0.886010135,,-0.016570454
18628,0.826822547,,18628,0.898981731,,-0.072159184
18629,0.841123862,,18629,0.866275409,,-0.025151547
18630,0.887597081,,18630,0.910178166,,-0.022581086
18631,0.914382301,,18631,0.914987635,,-0.000605334
18632,0.892791542,,18632,0.921942618,,-0.029151076
18633,0.813096842,,18633,0.90455638,,-0.091459539
18634,0.317984529,,18634,0.422669648,,-0.104685119
18635,0.831399717,,18635,0.822545995,,0.008853722
18636,0.954144119,,18636,0.774900054,,0.179244066
18637,0.657875596,,18637,0.644629975,,0.013245621
18638,0.957274128,,18638,0.686635307,,0.270638821
18639,0.598608836,,18639,0.592879961,,0.005728874
18640,0.741537367,,18640,0.652097915,,0.089439452
18641,0.67687301,,18641,0.676697294,,0.000175716
18642,0.414235315,,18642,0.526465924,,-0.112230609
18643,0.398669399,,18643,0.482465219,,-0.08379582
18644,0.870812741,,18644,0.916088911,,-0.045276169
18645,0.785018086,,18645,0.522569093,,0.262448993
18646,0.871141618,,18646,0.884989336,,-0.013847718
18647,0.566462685,,18647,0.600715417,,-0.034252732
18648,0.905770061,,18648,0.916006602,,-0.010236541
18649,0.384331739,,18649,0.548916791,,-0.164585052
18650,0.308456059,,18650,0.537777456,,-0.229321396
18651,0.400284005,,18651,0.502360852,,-0.102076847
18652,0.740142978,,18652,0.705374781,,0.034768197
18653,0.824813326,,18653,0.649708519,,0.175104807
18654,0.306507126,,18654,0.554172531,,-0.247665405
18655,0.623422022,,18655,0.638248028,,-0.014826007
18656,0.369741262,,18656,0.444940831,,-0.075199569
18657,0.793277956,,18657,0.771752709,,0.021525247
18658,0.385505989,,18658,0.36294368,,0.022562309
18659,0.661577079,,18659,0.634137516,,0.027439563
18660,0.587845805,,18660,0.584675246,,0.003170559
18661,0.385265987,,18661,0.639063138,,-0.253797151
18662,0.757197635,,18662,0.690264241,,0.066933394
18663,0.687798954,,18663,0.371703968,,0.316094985
18664,0.499836175,,18664,0.580447518,,-0.080611343
18665,0.694839416,,18665,0.658003694,,0.036835722
18666,0.750961969,,18666,0.581263376,,0.169698593
18667,0.558287847,,18667,0.480662387,,0.07762546
18668,0.330116481,,18668,0.52082263,,-0.19070615
